website,email,name,description
www.lim.eu,instru@lim.eu,LIM SAS,"
			Considered as a world specialist in drilling instrumentation, LIM offers a wide range of products and servces in the fields of measurement during and after drilling.		"
www.lightningmaster.com,asaunders@lightningmaster.com,Lightning Master Corp,"
			Lightning MasterÂ® is a full service, static solutions, lightning, grounding and surge protection manufacturing and services company. We protect mining assets around the globe from lightning caused damage and downtime.		"
www.liebherr.com,cornelia.luhrs@liebherr.com,Liebherr Mining Equipment Co.,"
			Liebherrâ€™s products for the mining industry: large hydraulic excavators and large diesel-electric mining trucks. A worldwide network of sales and service partners provides an excellent customer service.		"
www.libochina.cn,liboengineering@yahoo.com,"Libo International Mechanical & Electrical Engineering Co., Ltd.","
			Professional bulk material handling and belt conveyor engineering, contractor and manufacturer. We provide overland belt conveyor, pipe conveyor, pulley, idler, coal handling plant, ship loading and unloading, cement grinding station and stockpile equipment.		"
www.libertyglove.com,None,Liberty Glove & Safety,None
www.filterfab.cn,boliansy@outlook.com,"Liaoning Bolian Filter Co., Ltd.","
			We are a filter clothes manufacturer, focusing on liquidsolid separation. Three series of our products are: tower filter belt, horizontal filter belt and diaphragm bag used in nickel electrolysis, which are all the mature products.		"
www.lhsdrill.com,info@lhsdrill.com,"LHS Rock Tools Co., Ltd.","
			LHS Rock Tools Co. Ltd. was established in 1969 as the first rock drilling tools manufacturer in China. Now LHS has developed into a comprehensive company with strongest matching capacity, highest quality control, fastest delivery and best service.		"
www.lfd.eu,turner@lfdbearings.com,LFD Bearings LLC,"
			German manufacturer of bearings according to DIN Norm.		"
www.LangleyAlloys-USA.com,usa@langleyalloys.com,"Langley Alloys, Inc.","
			Today, we are specializing in Duplex, Super Duplex, XM-19 and K500. Langley Alloys has a full range of products available from stock to satisfy your corrosion and high-strength requirements in the chemical, fertilizer, mining, offshore and pulp/paper.		"
landryfiltration.com,info@landryfiltration.com,Landry Filtration Products Inc.,"
			Custom manufacturer of process filtration media. Products include disc sector bags, drum covers, filter belts, press cloths and more.		"
None,None,"Landoil Chemical Group Co., Ltd.",None
www.lampsoncrane.com,None,Lampson International Ltd.,None
www.lairdtech.com,None,Laird,None
www.laidig.com,sales@laidig.com,Laidig Systems Inc.,"
			Laidig custom-engineers automated large-capacity storage and reclaim systems for high-density, non- and semi-flowable materials. Our rugged augers rotate around the bottom of a storage vessel to reclaim materials with unique flow characteristics.		"
www.lamarchemfg.com,Sales@lamarchemfg.com,La Marche Mfg. Co.,"
			Since 1945, La Marche has been providing reliable power conversion products. La Marche products include battery chargers, rectifiers, power supplies, inverters and others. All products are designed and manufactured in the U.S.		"
www.cmhmarketing.com,None,L&M Powertrain Parts,None
www.mesabi.com,None,L & M Radiator Inc.,None
www.kuttaradios.com,tradeshow@kuttatech.com,"Kutta Radios, Inc.","
			Kutta Radios, Inc. provides next-generation radios to mine operators, first responders, and the U.S. Army as a reliable, cost-effective solution to communication and tracking needs. The Kutta DRUMÂ® radios are Part 23 certified by MSHA.		"
www.advancedengineeringsys.com,aes@gate.net,Kukla Waagenfabrik GmbH & Co KG,"
			Kukla from Austria manufactures continuous weighing and/or dosing systems All components hardware and software are made in-house at the Kukla workshops Our unique â€œtailorâ€ù feature also gives us the ability to offer full dimensions flexibility		"
www.kti-plersch.com,info@kti-plersch.com,KTI-Plersch Kaltetechnik GmbH,"
			For the last 30 years, major players in the construction and mining sectors have relied on KTI for refrigeration. KTI is a world leader for concrete cooling and icecooling systems for deep mines. Large-capacity industrial ice plants and water chillers.		"
www.ksq-tech.com,sales@ksq-tech.com,"KSQ Technologies (Beijing)Co., Ltd.","
			ROXMECHÂ® by KSQ Technologies (Beijing)Co., Ltd., product line is Rock Excavation Equipment for Underground Mining and Tunneling, Load-Haul-Dump Machines, Low Profile Dump Trucks, Scissor Lift, Service Vehicles, Special Engineered Equipment		"
www.methanebuster.com,None,KSD Enterprises LLC,None
us.krohne.com,info@krohne.com,Krohne Inc.,"
			Krohne is a worldwide technological leader in the development, manufacture and distribution of accurate, reliable cost-effective measuring instruments for the process industries.		"
www.kresscarrier.com,None,Kress Corporation,None
www.kpijci.com,None,KPI-JCI and Astec Mobile Screens,None
www.koppernusa.com,None,Koppern Equipment Inc.,"
			Koppern Equipment Inc. is the exclusive distributor in the NAFTA territory for the German parent company, Maschinenfabrik Koeppern GmbH & Co. KG, which manufactures roller presses and related systems for briquetting, compaction and comminution.		"
www.konecranesUSA.com,None,Konecranes,None
www.komatsuamerica.com,None,Komatsu America Corp.,"
			Komatsu America Corp. is a U.S. subsidiary of Komatsu Ltd., the world's second largest manufacturer and supplier of earth-moving equipment, consisting of construction, mining and compact construction equipment.		"
www.koehlerlighting.com,None,Koehler Lighting Products,None
www.knsdenver.com,None,KNS Communications Consultants,None
www.knobbe.com,info@knobbe.com,Knobbe Martens LLP,"
			Consistently ranked among the top intellectual property firms worldwide, Knobbe Martens Olson & Bear LLP has more than 300 lawyers and scientists nationwide and dedicates its practice to all aspects of intellectual property law including litigation.		"
www.knapheide.com,None,"Knapheide Manufacturing Company, The","
			Since 1848, Knapheide has provided customers with high quality, work-ready transportation solutions. Today, The Knapheide Manufacturing Company is one of North America's most popular manufacturers of truck bodies and truck beds.		"
www.klueber.com,info@us.kluber.com,KlÃ_ber Lubrication NA LP,"
			KlÃ_ber Lubrication is one of the world's leading manufacturers of specialty lubricants, offering high-end tribological solutions to the mining industry. Our objectives are cost reduction, longer MTBF and energy efficiency specialty lubricants.		"
www.kleinproducts.com,info@kleinproducts.com,Klein Products Inc.,"
			Klein Products is a worldwide leading manufacturer of water and fuel distributing equipment and the most respected name in the industry. Products include trucks mounted tanks, complete trucks, water towers, related parts components and accessories.		"
www.klinge.com.au,debra@klinge.com.au,Klinge & Co Pty Ltd.,"
			Klinge is an independent, privately owned Australian company with over 40 years of experience. Klinge is an international leader in quality tire management-control systems and services specializing in total tire control TMS systems.		"
www.kingsbeads.com,jfking@kingsbeads.com,"Kingâ€™s Ceramics & Chemicals Co., Ltd.","
			King's has high quality products for different milling systems used in mining industry, such like SMD, IsaMill, HIGMill, VXPMill, etc. With King's additional grinding optimization proposal, you can enjoy long-term operational cost saving.		"
www.kindermorgan.com,None,Kinder Morgan Engineering & Conveying,"
			Markets: Bulk material-handling equipment and the systems including in-plant conveyors, overland conveyors, floating conveyors, ship loaders, barge unloaders, radial stackers, portable conveyors and other related bulk materials-handling equipment.		"
www.kiddefiresystems.com,None,Kidde Fire Systems,None
khaga.com,None,"Khaga Technologies, Inc",None
None,None,KH Controls Inc.,None
www.kghmzanam.com,None,KGHM Zanam S.A.,None
www.ketopumps.com,None,KETO Pumps,None
www.ktsdi.com,sales@ktsdi.com,Kessler â€“ KTSDI,"
			KTSDI is an authorized parts and service provider for Kessler Axle, Mobil Elektronik, Alfred Heyd and Neumeister. KTSDI provides vehicle solutions to OEM applications. As an OEM representative, we stock genuine parts and offer a full-service facility.		"
www.kennametal.com,None,Kennametal,None
www.kellerelectrical.com,None,Keller Electrical Industries,None
www.keimax.com,sales@keimax.com,Keimax,"
			Keimax is a custom manufacturer and supplier for premium-quality OTR wheels and rims, mainly for mining and construction equipment, specializing in dump trucks and loaders.		"
www.kaydonbearings.com,bearings@kaydon.com,Kaydon Corporation,"
			SKF Group brands, Kaydon and Cooper Bearings, are manufacturers of KaydonÂ® slewing ring bearings for hydraulic shovels other mining equipment. CooperÂ® split-to-the-shaft bearing units are found in material handling, crushing and ventilation systems.		"
www.katoengineering.com,None,Kato Engineering,"
			Kato is a preferred provider for alternators from 200 kW to 25MW, including alternators for mine haul trucks and power generation systems. Our engineers are experts in designing for the harsh conditions typical at remote mining sites.		"
www.kcareno.com,None,"Kappes, Cassiday & Associates","
			KCA specializes in the development, engineering and implementation of extractive metallurgical processes for the mining industry. Since 1972, we have been known for our expertise in gold/silver heap leaching.		"
www.kanawhascales.com,rparsons@kanawhascales.com,Kanawha Scales & Systems Inc.,"
			A world leader in the supply of unit train and truck loadout systems using batch-weighing technology. Weighmaster and truck scale data collection software for automating truck scale operations. Real time ash/ moisture analysis and RFID tracking.		"
www.kaman.com/engineered,None,KamaticsRWG,None
www.kaltechglobal.net,None,Kaltech International LLC,None
www.kalsiseals.com,None,Kalsi Seals,"
			Kalsi Seals are one-piece elastomeric rotary shaft seals used to retain lubricants and exclude abrasives while operating at high pressures and speeds. They provide long seal life by employing hydrodynamic lubrication to reduce seal and shaft wear.		"
www.minearc.com,None,MineARC Systems,None
www.minenv.com,info@minenv.com,Mining & Environmental Services LLC,"
			Established 1995-Excellent Safety & MSHA compliance. Licensed Contractor in NV, UT, CA, AZ, CO, MT. Fleet of Underground Equipment. Mine Contracting: Rehabilitation & Contract Mining Services. Consulting: Engineering & Design/Build. Safety Reviews		"
www.misom.com,None,MISOM Technologies,None
www.mobilaris.se,mikael.nystrom@mobilaris.se,Mobilaris AB,"
			Mobilaris delivers Mobilaris Mining Intelligence a locations based decision support system for safety and efficiency in the mines.		"
www.mosimtec.com,None,"Mosimtec, LLC",None
www.mtu-online.com,None,MTU,"
			MTU America Inc., a Rolls-Royce Power Systems company, develops and supports engines ranging from 101 bhp to 4,023 bhp (75 kW to 3,000 kW) for underground and open-pit mining.		"
www.nma.org,info@nma.org,National Mining Association,"
			National Mining Association (NMA) is the voice of the U.S. mining industry in Washington. NMA represents the public policy interests of American mining before Congress, the administration, federal agencies and with the media.		"
www.pumps.netzsch.com,npa@netzsch.com,"NETZSCH Pumps North America, LLC","
			As a market leader of PC Pumps, NETZSCH has served markets worldwide with Progressing Cavity, Rotary Lobe & Multiple Screw Pumps providing customized, sophisticated solutions for a wide variety of applications & markets.		"
www.mynightstick.com,info@baycoproducts.com,Nightstick by Bayco Products,"
			Nightstick, designed and manufactured by Bayco Products Inc., is a global brand of professional lighting products including flashlights, headlamps and Intrinsically Safe lighting solutions that exceed the industry standards in performance and quality.		"
www.tx-drilling.com,boma886@china-boma.com,"Ningbo Tanxi Import & Export Co., Ltd.","
			T & X is supplying various kinds of drilling tools and accessories applied in the fields of foundation, construction, waterwell, oil exploration, mining, recycling and forestry, etc. Main market is European countries and North America.		"
www.quard.me,quard@eu.nlmk.com,NLMK Europe-Plate,"
			NLMK Clabecq is the Belgian producer of the wear resistant steel QuardÂ®. It is internationally renowned for the surface finish, flatness and tight thickness tolerances of its plates. QuardÂ® helps you to increase your productivity.		"
www.elginindustries.com,None,Norris Screen & Manufacturing,"
			Norris Screen is one of many brands marketed under the Elgin Separation Solutions banner. Norris has built high-quality screens of all types, including screening surfaces for stationary and vibrating screens, sieve bends and many other applications.		"
www.novaflex.com,sales@novaflex.com,Novaflex Group,"
			Novaflex offers a broad range of material handling, petroleum, mining and chemical hoses. Expansion joints and connectors are available with custom end configurations from built-in lined flanges to beaded ends, in a complete range of tube compounds.		"
www.fairfieldmfg.com,None,Oerlikon Fairfield,None
www.openloop.net,None,Open Loop Energy Inc.,None
www.prazenart.com,None,Original Creations Inc.,None
www.orientalrubber.com,exports@orientalrubber.com,Oriental Rubber Industries Limited,"
			Established in 1949, Oriental Rubber, India always works towards introducing leading edge technology for belt solutions like high strength, light weight, MAXX ARMOUR belts (Kevlar Â®).ORIL has obtained MSHA-Part 14 certification, we also make ST belt		"
www.orica.com,nasales@orica.com,Orica,"
			As a leading global supplier of commercial explosives, Orica provides resourceful solutions that improve productivity and resource efficiency in the mining, quarrying, oil and gas and infrastructure sectors.		"
www.ore-max.com,None,"Ore-Max, Inc.",None
www.orbinox.com,None,Orbinox,None
www.orbcomm.com,sales@orbcomm.com,ORBCOMM,"
			ORBCOMM enables remote tracking, monitoring and control of fixed and mobile mining assets. With award-winning hardware, powerful applications and global connectivity, ORBCOMM provides the industryâ€™s most complete heavy equipment telematics offering		"
www.oquamax.com,sales@oquamax.com,Oquamax,"
			Oquamax designs and builds one of the best water recycling and ultrafine recovery systems on the market today. Eliminate settling/tailing ponds. Our high-pressure filter plate press makes easy work out of the hardest-to-dewater materials.		"
www.miningopportunity.com,kay@miningopportunity.com,Optimiz Consulting LLC,"
			Profit: Value stream optimization, find hidden profit potential, reduce losses caused by corporate culture. Culture: Management team culture change training, build trust, remove barriers to change. M&A: Merge corporate cultures to maximize profit.		"
www.occfiber.com,info@occfiber.com,Optical Cable Corp.,"
			Optical Cable Corp. is a leading manufacturer of data communications cable and connectivity solutions for enterprise markets, specialty-use applications and harsh environments. For more about OCC, visit  www.occfiber.com.		"
www.onbcanada.ca,info@onbcanada.ca,Opportunities New Brunswick,"
			Opportunities NB is committed to connecting New Brunswick companies to global opportunities. Visit our booth to find diverse capabilities, competitive solutions, extensive manufacturing and fabrication experience and established supply chains.		"
www.mndm.gov.on.ca,paul.bradette@ontario.ca,Ontario â€“ Canada,"
			Northern Ontario Pavilion features 16 companies with innovative products and services for the international mining sector.		"
www.onsitegas.com,None,On Site Gas Systems Inc.,None
www.olympus-ims.com,info@olympus-ossa.com,Olympus,"
			Olympus portable X-ray Fluorescence (XRF) and X-ray Diffraction (XRD) analyzers provide rapid geochemistry and mineralogy in the field or lab for mineral exploration, ore grade/process control and environmental compliance.		"
www.oliverquality.com,meals@oliverquality.com,Oliver Packaging & Equipment Co.,"
			Pack hot individually sealed meals using the simple SpeedsealÂ® Packaging System.Eco-friendly paper trays minimize impact of waste created at your mine.Satisfied miners yield better productivity.Take a break from browsing mine equipment & visit us!		"
www.oiles.com,sales@oiles.com,Oiles America Corporation,"
			Self-lubricating, maintenance-free and reliable bushings. Oiles flanged and straight plain bearings, washers and plates, provide superior performance in areas that require long-term maintenance-free use.		"
www.oilstates.com,None,Oil States Industries Inc.,None
www.oxovalve.com,None,OXO Fab,None
www.oxifree.com,None,Oxifree Global LLC,None
www.ovako.com,None,Ovako,"
			Ovako is a leading European producer of low-alloy steels and carbon steels in the form of bars, tubes, rings and pre-components. Our production plants at 10 locations and sales companies in Europe, USA and Asia Pacific.		"
www.outotec.com,None,Outotec,"
			Outotec provides leading technologies and services for the sustainable use of Earthâ€™s natural resources. As the leader in minerals & metals processing technology, we have developed many breakthrough technologies for our customers. www.outotec.com		"
www.ottoexcellence.com,None,OTTO Communications,"
			OTTO Communications specializes in accessories for the two-way radio market including surveillance kits, wireless accessories, lightweight and heavy-duty headsets, and speaker microphones.		"
www.ottoexcellence.com,None,OTTO,"
			OTTO designs and manufactures precision switches, grips, joysticks and operator-control modules for the most demanding applications in some of the toughest industries, including construction, mining, agriculture, military and material handling.		"
www.recycleOTR.com,sales@recycleOTR.com,OTR Solutions,"
			OTR Solutions provides specific built machinery to process in a safe, sustainable, and cost effective manner. With our experience in processing 1000's of OTR's our machinery is purpose built from the ground up to handle the largest OTR's.		"
www.ostroj.cz,sasek@ostroj.cz,Ostroj a.s.,None
www.orttech.com,None,Orttech Inc.,"
			Orttech will exhibit Ortlinghaus' pneumatic and hydraulic clutch and brake products include slipping clutches, PTO clutches, safety brakes and many other highly engineered products ideal for the rugged demands of the mining industry.		"
www.orodesign.ca,bsmith@orodesign.ca,Oro Design & Manufacturing Ltd.,"
			We are a manufacturer of standard and custom ancillary service/support trucks used in the mining, construction and forestry fields. Our products include everything required to service and repair equipment in the field including technical consulting.		"
www.oilskim.com,info@oilskim.com,Oil Skimmers Inc.,"
			Oil Skimmers Inc. is a leading manufacturer of customizable, high-quality oil-skimming systems that efficiently remove floating waste oils, fats and greases from the surface of water, coolants and other industrial liquids.		"
www.oillab.com,None,"Oil Analysis Lab, Inc.",None
www.osmre.gov,None,"Office of Surface Mining, Reclamation and Enforcement",None
www.oemoffhighway.com,None,OEM Off-Highway,"
			OEM Off-Highway magazine keeps you informed about the latest technology developments and market trends for mobile equipment.		"
www.oemcontrols.com,customerservice@oemcontrols.com,"OEM Controls, Inc.","
			For 50 years, OEM Controls has designed and manufactured rugged electro-mechanical joysticks and custom electronics for mobile equipment industries. Complete custom design, panel system design and fabrication capabilities.		"
www.ocp.ca,don@ocp.ca,OCP Construction Supplies,"
			OCP Construction Supplies, North American distributor for HALO Underground Lighting Solutions, provides industrial, commercial and engineering companies with construction products and lighting solutions. Contact us for more info.		"
www.numahammers.com,info@numahammers.com,Numa,"
			Numa is a leading designer of rock drilling equipment with more than a 100 DTH Hammer and Bit products. Our products are capable of drilling vertical, horizontal, and reverse circulation holes from 3Â_ to 48 inches (89 - 1,219 mm) in diameter.		"
www.txsy.com,mayli@txsy.com,"Nuclear Industry Yantai Tongxing Industrial Co., Ltd.","
			Nuclear Industry Yantai Tongxing Industrial Co., Ltd. is a reliable manufacturer of solid-liquid separation equipments. Our main products include vacuum belt filters, ceramic disc filters, tower press filters, thickeners and spare parts for these.		"
www.nubasm.com/,ingenieriatecnica@nubasm.com,NUBA Screening Media Corp.,"
			NUBA Screening Media was founded in 1968 and now is one of Europe's most important manufacturers of screening media and accessories for the aggregate and mining industries, encompassing all the products related with screening and classification.		"
www.ntnamericas.com,None,NTN Bearing Corporation,None
www.NTIGlobal.com,Sarek@ntiglobal.com,NTI Global,"
			NTI Global / NTI Mining is a manufacturer of pumpable crib bags, bagline, lay flat and spiral wire supported flexible ducting for ventilation. Visit our website at www.NTIMining.com		"
www.npkce.com,sales@npkce.com,NPK,"
			NPK distributes a comprehensive selection of hydraulic hammers, compactors, crushers, material processors, pedestal booms, demolition shears and now through a partnership with Paus, Germany offers an extensive line of underground mining equipment.		"
www.norwestcorp.com,slc@norwestcorp.com,Norwest Corporation,"
			Norwest is a leading international mining, energy and environmental consultancy offering services to energy and mining companies, power generators, financial institutions, legal firms and regulatory agencies. Visit our website www.norwestcorp.com.		"
www.nwwaterjet.com,None,"Northwest Waterjet & Manufacturing, Ltd.","
			Drilling equipment for mineral exploration. Low environment impact drills. Man Portable drills to 1500m depth. CIG drills to 150 hp. Featuring the NW500 Man Portable drill.		"
www.northlandrubbermills.com,varun@northlandrubber.com,Northland Rubber Mills,"
			Northland Rubber Mills is one of Indiaâ€™s leading manufacturers and is an exporter of conveyor belts. Northland offers the most comprehensive product range of conveyor belts & conveyor accessories for use in the mines/quarries, steel/cement plants.		"
www.nltinc.com,None,Northern Light Technologies,"
			Founded in 1984, Northern Light Technologies (NLT) designs and manufactures underground lighting and communications solutions for the mining and tunneling industries with manufacturing and assembly locations in Canada, Australia and Chile.		"
www.northcasting-usa.com,Thomas_Seils@northcasting-usa.com,"North Casting Industry USA, Co.","
			North Casting Industry Co., Ltd. is a competitive steel foundry and steel parts manufacturer with 390,000 sq/ ft of floor space and the latest in manufacturing design and technology, our production facilities can handle any need, from 1 pound to 10 tons.		"
www.nasig.com,sales@nasig.com,North American Signal Company,"
			North American Signal Company is an American manufacturer of auto, truck and industrial warning lights. For more than 50 years, NASIG has been building high-quality warning lights for vehicles, factories and hundreds of unique applications here in the U.S.		"
www.northamericanpipe.com,SpecPipeOrders@northamericanpipe.com,North American Pipe Corporation,"
			Certa-LokÂ® Restrained Joint pipe system, is manufactured from a specially formulated PVC compound that contains impact modifiers & UV inhibitors that are uniquely designed for the rigorous environment of the mining industry.		"
www.nahi.com,None,North American Hydraulics,None
www.norsemanstructures.com,info@norsemanstructures.com,"Norseman Structures, Inc.","
			Norseman Structures provides versatile turnkey building solutions for the most quality minded and safety conscious customers around the world â€“ Fiercely Reliable since 1921.		"
www.normet.com,None,Normet Oy,"
			Normet is an innovative technology company supplying equipment, construction chemicals and rock reinforcement with a passion to offer continuous improvement to underground construction and mining processes.		"
www.normacadhesives.com,george@normacadhesives.com,Normac Adhesive Products Inc.,"
			Formulator of elastomeric coatings to control abrasion and corrosion featuring our NR-80LVHS. Other products include U-Repair for conveyor belt repair, trowelable repair materials, room temperature casting systems and cold bond adhesives/primers.		"
www.nordmin.com,nordmin@nordmin.com,Nordmin Engineering Ltd.,"
			Nordmin is a full-service engineering consultancy based in Canada that works worldwide. Focused on the mining industry, our services cover the entire development spectrum including geology, engineering and construction and operations management.		"
www.nordicminesteel.com,sales@nordicminesteel.com,Nordic Minesteel Technologies Inc.,None
www.nordiclights.com,nordiclights@nordiclights.com,NORDIC LIGHTS,"
			NORDIC LIGHTSÂ® is a company based in Finland which designs and manufactures LED, HID (Xenon) and Halogen work lights for the heavy duty on-road and off-road industry as well as innovative Xenon driving lights.		"
www.nordco.com,None,Nordco Inc.,"
			Nordco is a global provider of roadway work equipment, ultrasonic rail flaw inspection technologies, and mobile railcar movers. We help the railroad industry build, improve, maintain, and inspect its track infrastructure and move rolling stock.		"
www.nord-lock.com,bolting@nord-lock.com,Nord-Lock Inc.,"
			Providing safe, reliable bolting solutions for more than 30 years. We can solve your toughest bolting challenges with a full range of Nord-Lock wedge-locking technology, Superbolt tensioners and expansion bolts and Boltight product lines.		"
www.norbar.com,inquiry@norbar.us,Norbar Torque Tools Inc.,"
			Norbar has been setting the worldwide standards in torque and torque control for more than 75 years. Our global network of offices and distributors are working around the clock to protect your investment in productivity and help ensure your safety.		"
www.noramcoeng.com,None,Noramco Engineering Corp.,None
www.nivekindustries.com.au,admin@nivekindustries.com.au,Nivek,"
			Nivek Industries is an Australian company established in 2011. We have developed and now manufacture a battery-operated, self-propelled, all-terrain belly plate jack called TED (Tracked Elevating Device). 		"
www.nittokohki.com,None,"Nitto Kohki U.S.A., Inc.",None
www.npgm.ru/,main@npgm.ru,NIPIGORMASH,"
			NPGM (NIPIGORMASH) has been manufacturing advanced mining equipment since 1958. NPGM's product line includes Mixing-Charging Trucks, Modular Portable Emulsion Plants, Mine Ventilation Fans, Raise Climbers, and Explosion Production Technology.		"
www.cdc.gov/niosh/mining/,None,NIOSH,None
www.cncastingball.com,sales@cncastingball.com,"Ningguo Nanfang Wear-Resistant Materials Co., Ltd.","
			Ningguo Nanfang Wear Resistant Materials Co., Ltd--- It`s a scientific research, development and manufacturing professional chromium alloy casting grinding balls, casting cylpebs and steel components of the modern joint-stock enterprises.		"
www.china-nd.com,msales@china-nd.com,"Ningbo Zhedong Precision Casting Co., Ltd.","
			We manufacture GET and undercarriage parts for construction and mining from 1995 with ARC and AOD furnaces, including teeth, blades, chocky bars, chains and hardfacing parts. Annual capacity is 50,000T and weight range is from 0.5 kgs to 15 tons		"
www.lfget.com,master@nblfcast.com,Ningbo Yinzhou Precision Casting Hardware Factory,"
			Ningbo Ling is an enterprise that specializes in researching and manufacturing wear parts for construction machinery. Established in 1988, it now has become an influential wear parts manufacturing enterprise in China, owning five manufacturers.		"
www.dongyubreaker.com,seaker@dybreaker.com,"Ningbo Yinzhou Jiameng Engineering Machinery Co., Ltd.","
			After 20 years of development, Ningbo Yinzhou Jia Meng Engineering Machinery Co., Ltd. has become a professional, large-scale enterprises of hydraulic breaker and spare parts R&D, manufacturing, sales and repairing.		"
www.yassian.com,xu@china-yasheng.com,"Ningbo Yasheng Casting Industry Co., Ltd.","
			Ningbo Yasheng Casting Industry Co., Ltd. provides ground engaging tools, such as grader blades, cutting edges, dozer loader edges, shank ripper, bucket tooth and adapter, etc., which are suitable for many kinds of construction and mining machines.		"
www.nbshuntian.com,shuntian@cnool.net,"Ningbo Shuntian Fuel Injection Equipment Co., Ltd.","
			We are professional manufacturer established in 1969 that specializes in making diesel fuel injection parts: common rail diesel injector, common rail nozzle, control valve, nozzle, plunger and barrel, fuel injector, injection pump, delivery valve, etc.		"
www.hydraulic-saivs.com,sales@saivs.com,"Ningbo SAIVS Machinery Co., Ltd.",None
www.warningwhips.com,sales1@norwayho.com,"Ningbo Norwayho Trade Co., Ltd.","
			Mining safety whips & accessories manufacturer.		"
www.nbjunda.com,junda@nbjunda.com,"Ningbo Junda Auto Parts Industry Co., Ltd.","
			Ningbo Junda Auto Parts Industry Co., Ltd. professionally specializes in producing tire valves with large bore, super large bore, OTR super large bore inflation series with 15 years of history. Our products are suitable for all kinds of autos.		"
www.jintaicorp.com,PEAK@JINTAICORP.COM,"Ningbo Jintai Fastener Co., Ltd.","
			We are a company specializing in producing and exporting dome nut, dome barrel, grounting bell and other hot forged parts. The annual output is about 15,000 tons. All products are sold in America, Europe, Australia, etc.		"
None,None,"Ningbo Huizheng Special Steel Co., Ltd.",None
www.nthwparts.com,sales01@nthwparts.com,"Ningbo Hedi Machinery Co., Ltd.","
			Specialized in producing all types of mining wear parts like chocky bars, wear buttons, wear-resistant plates, overlay/hardfacing wear parts, drilling bits, crusher hammers, etc. for more than 10 years. High quality at reasonable cost. Passed ISO9001:2008.		"
www.777fix.com,leo.wu@777fix.com,"Ningbo Fix Machine Co., Ltd.","
			We supply products involved in the manufacturing of engineering machinery companies.		"
www.chset.com,sales@chset.com,"Ningbo Beilun Allmay Auto Lamps Co., Ltd.","
			Safety whips, mining safety products.		"
www.nieceproductsofkansas.com,info@nieceequipment.com,"Niece Products of Kansas, Inc.","
			Manufacturer and distributor of water distribution tanks: 2,000 to 45,000 gallons. On- and off-highway. Fuel and lube beds: 600 to 10,000 gallons diesel. On- and off-highway water towers: 12,000 gallons. Two locations: Ft. Scott, Kansas and Buda (Austin), Texas.		"
www.nidec-avtron.com/mining,None,Nidec,None
www.ngcamericas.com,AMregion@NGCtransmission.com,"NGC Transmission (America), Inc.","
			NGC is a global manufacturer of gearboxes and power transmission solutions for the worldâ€™s most demanding applications â€“ serving customers in the cement, steel, wind, mining, rail, and oil & gas industries.		"
www.nexansamercable.com,mining@nexansamercable.com,Nexans AmerCable,"
			Tiger Brand is a tough jacketed power cable designed for the harsh, dynamic environments of surface and underground mines. We are a leader in mine-site safety training, engineering support, cable handling education and product innovation.		"
www.newmont.com,None,Newmont Mining Corporation,"
			Newmont is a leading gold and copper producer with about 27,000 employees and contractors globally. The company is the only gold producer listed in the S&P 500 index and was named the mining industry leader by the DJSI World Index in 2015.		"
www.wisdom.hk,jenny@wisdom.hk,New Wisdom Investment Limited,"
			Wisdom is an integrated enterprise, which focus on brand, R&D, sales, production and supply chain.We are specialized in producing high quality LED minerâ€™s cap lamps and charging devices etc.with ATEX,MSHA,UL,TUV,CE,ROHS, C-TICK,MA approved.		"
www.grants.org,discover@grants.org,New Mexico Mining Museum,"
			The New Mexico Mining Museum is the ""Only (simulated) Uranium Mining Museum in the World!"" Join us as we retrace the experience of going underground.		"
www.nevadamining.org,info@nevadamining.org,Nevada Mining Association,None
www.minerals.nv.gov,ndom@minerals.nv.gov,Nevada Division of Minerals,"
			The mission of the Nevada Division of Minerals is to encourage and assist in the responsible exploration for and the production of minerals, oil, gas and geothermal energy, which is economically beneficial to the state.		"
www.netafimusa.com/mining,None,Netafim USA,None
www.innovativeequipment.org,None,Neptune Automated Wash Solutions,None
www.ezconveyorsolutions.com,None,Nelson Williams Inc.,None
www.nelsonirrigation.com/products/application/mining,steve.mccoon@nelsonirrigation.com,Nelson Irrigation Corporation,"
			Nelson Irrigation Corporation manufactures Big Gun Sprinklers, 800 Series Valve and TWIG Wireless Control products used in mine and haul road dust suppression and wash-down applications. Manufactured in Walla Walla, Washington, and sold worldwide.		"
www.nelsonbrothers.com,lhammack@nelbro.com,Nelson Brothers Inc.,"
			Founded in 1956, Nelson Brothers is a leading manufacturer and distributor of explosive products and services to many of the largest surface coal and aggregate producers in the U.S. and to customers worldwide via its specialty chemical business.		"
www.nrec.ri.cmu.edu,None,National Robotics Engineering Center,None
www.nationalpumpcompany.com,None,National Pump Co.,None
www.nov.com,None,National Oilwell Varco,None
www.mininghalloffame.org,info@mininghalloffame.org,National Mining Hall of Fame and Museum (NMHFM),"
			Located in the historic mining city of Leadville, Colorado, the mission of the federally-chartered, non-profit National Mining Hall of Fame and Museum is to ""Tell the story about mining, its people, and its importance to the American public.""		"
www.nationalgearrepair.com,tony@nationalgearrepair.com,National Gear Repair Inc.,"
			National Gear Repair â€” manufactures all types of gears for the mechanical transmission of power. Free pick up and delivery and free quotes in U.S.		"
